filmid	moziid	datum	nezoszam	bevetel
22	22	1999.01.24	114	34186
26	23	1999.01.24	129	59192
28	24	1999.01.24	68	28780
30	25	1999.01.24	80	27200
40	26	1999.01.24	34	9878
8	27	1999.01.24	81	29369
26	28	1999.01.24	147	65639
38	29	1999.01.24	32	14436
43	30	1999.01.24	106	34454
7	31	1999.01.24	51	14356
34	32	1999.01.24	165	81755
35	33	1999.01.24	70	25400
1	34	1999.01.24	65	30020
11	35	1999.01.24	288	131052
41	36	1999.01.24	82	29080
10	37	1999.01.24	201	99995
32	1	1999.01.25	233	75860
7	2	1999.01.25	125	31725
5	3	1999.01.25	175	79850
7	4	1999.01.25	100	32200
32	5	1999.01.25	143	44000
34	6	1999.01.25	110	41230
30	7	1999.01.25	70	27760
38	8	1999.01.25	94	33766
34	9	1999.01.25	59	29348
39	10	1999.01.25	145	51675
22	11	1999.01.25	246	51676
16	12	1999.01.25	282	89612
38	13	1999.01.25	120	44800
27	14	1999.01.25	50	19400
8	15	1999.01.25	79	16990
39	16	1999.01.25	126	54120
16	17	1999.01.25	39	16866
27	18	1999.01.25	68	15288
36	19	1999.01.25	45	21205
6	20	1999.01.25	195	72565
33	21	1999.01.25	59	22291
12	22	1999.01.25	247	104481
18	23	1999.01.25	114	25980
32	24	1999.01.25	64	15496
37	25	1999.01.25	110	41200
39	26	1999.01.25	139	31436
8	27	1999.01.25	116	38224
15	28	1999.01.25	69	15704
33	29	1999.01.25	27	9172
4	30	1999.01.25	37	13292
19	31	1999.01.25	128	60192
10	32	1999.01.25	134	27870
40	33	1999.01.25	31	9253
40	34	1999.01.25	121	28372
10	35	1999.01.25	132	57156
3	36	1999.01.25	145	38275
25	37	1999.01.25	73	30211
4	1	1999.01.26	86	20106
17	2	1999.01.26	115	39860
38	3	1999.01.26	181	56872
35	4	1999.01.26	36	18456
21	5	1999.01.26	202	84830
18	6	1999.01.26	36	9804
30	7	1999.01.26	109	35662
11	8	1999.01.26	192	51088
31	9	1999.01.26	145	41865
2	10	1999.01.26	45	10250
33	11	1999.01.26	267	65580
28	12	1999.01.26	207	68924
2	13	1999.01.26	41	17918
11	14	1999.01.26	195	60475
2	15	1999.01.26	50	16050
22	16	1999.01.26	142	69996
32	17	1999.01.26	135	44575
34	18	1999.01.26	92	39852
3	19	1999.01.26	63	31622
34	20	1999.01.26	100	25000
8	21	1999.01.26	149	57818
32	22	1999.01.26	200	53600
21	23	1999.01.26	96	31656
37	24	1999.01.26	82	30382
25	25	1999.01.26	197	77245
6	26	1999.01.26	113	41189
15	27	1999.01.26	84	22508
41	28	1999.01.26	240	76060
18	29	1999.01.26	49	21627
15	30	1999.01.26	67	33529
44	31	1999.01.26	28	11540
34	32	1999.01.26	195	79490
42	33	1999.01.26	67	30483
28	34	1999.01.26	75	35525
33	35	1999.01.26	297	112378
33	36	1999.01.26	79	16895
5	37	1999.01.26	180	42480
11	1	1999.01.27	313	106881
2	2	1999.01.27	87	37257
4	3	1999.01.27	130	38660
22	4	1999.01.27	31	14391
3	5	1999.01.27	158	50186
36	6	1999.01.27	88	23596
26	7	1999.01.27	171	70084
33	8	1999.01.27	194	62216
2	9	1999.01.27	117	40933
21	10	1999.01.27	172	35700
18	11	1999.01.27	267	79032
19	12	1999.01.27	241	72377
28	13	1999.01.27	117	53952
7	14	1999.01.27	203	79552
18	15	1999.01.27	146	56158
28	16	1999.01.27	60	13560
43	17	1999.01.27	48	15328
16	18	1999.01.27	105	45280
42	19	1999.01.27	119	52646
24	20	1999.01.27	189	74098
19	21	1999.01.27	126	36358
28	22	1999.01.27	104	36040
11	23	1999.01.27	121	54414
39	24	1999.01.27	154	38022
30	25	1999.01.27	94	21528
11	26	1999.01.27	63	18759
19	27	1999.01.27	134	62544
26	28	1999.01.27	93	32950
17	29	1999.01.27	40	15560
22	30	1999.01.27	39	19447
30	31	1999.01.27	78	17658
38	32	1999.01.27	201	84317
11	33	1999.01.27	43	22841
11	34	1999.01.27	115	42750
5	35	1999.01.27	183	83548
24	36	1999.01.27	88	23900
20	37	1999.01.27	197	77430
10	1	1999.01.28	288	103992
44	2	1999.01.28	130	57600
37	3	1999.01.28	206	44478
27	4	1999.01.28	72	30072
22	5	1999.01.28	202	75238
7	6	1999.01.28	86	21882
27	7	1999.01.28	131	45940
6	8	1999.01.28	46	18696
4	9	1999.01.28	92	42700
18	10	1999.01.28	46	23826
35	11	1999.01.28	120	47620
5	12	1999.01.28	257	75716
15	13	1999.01.28	102	47720
9	14	1999.01.28	189	66294
6	15	1999.01.28	48	11624
32	16	1999.01.28	66	13666
34	17	1999.01.28	142	36542
26	18	1999.01.28	89	39537
35	19	1999.01.28	59	22527
21	20	1999.01.28	165	45580
36	21	1999.01.28	197	78521
27	22	1999.01.28	247	100000
40	23	1999.01.28	100	34900
25	24	1999.01.28	50	16800
35	25	1999.01.28	167	37874
17	26	1999.01.28	89	35243
24	27	1999.01.28	54	17826
12	28	1999.01.28	231	56795
23	29	1999.01.28	35	8445
29	30	1999.01.28	57	28006
42	31	1999.01.28	106	44602
43	32	1999.01.28	201	57478
21	33	1999.01.28	64	15664
35	34	1999.01.28	107	48229
32	35	1999.01.28	189	82248
12	36	1999.01.28	71	20044
25	37	1999.01.28	50	24850
36	1	1999.01.29	220	102720
7	2	1999.01.29	222	108804
4	3	1999.01.29	151	76043
15	4	1999.01.29	121	25584
31	5	1999.01.29	70	30950
24	6	1999.01.29	92	35720
27	7	1999.01.29	142	65036
39	8	1999.01.29	82	30100
23	9	1999.01.29	38	18396
36	10	1999.01.29	153	52708
17	11	1999.01.29	120	35860
33	12	1999.01.29	155	57755
1	13	1999.01.29	120	51360
20	14	1999.01.29	50	12950
1	15	1999.01.29	235	91010
37	16	1999.01.29	140	69700
30	17	1999.01.29	64	16900
42	18	1999.01.29	71	16546
4	19	1999.01.29	117	41014
10	20	1999.01.29	50	18050
11	21	1999.01.29	195	71580
21	22	1999.01.29	122	26164
18	23	1999.01.29	121	41640
31	24	1999.01.29	109	36016
34	25	1999.01.29	211	62501
12	26	1999.01.29	114	53798
12	27	1999.01.29	105	25230
17	28	1999.01.29	63	31418
23	29	1999.01.29	33	12280
26	30	1999.01.29	64	19308
28	31	1999.01.29	106	29608
10	32	1999.01.29	113	37547
14	33	1999.01.29	51	11806
14	34	1999.01.29	86	25550
5	35	1999.01.29	126	48772
27	36	1999.01.29	88	29344
28	37	1999.01.29	163	69260
29	1	1999.01.30	137	51079
42	2	1999.01.30	85	17985
3	3	1999.01.30	269	114949
8	4	1999.01.30	67	16983
9	5	1999.01.30	101	26860
29	6	1999.01.30	153	71827
31	7	1999.01.30	111	43613
25	8	1999.01.30	174	83106
21	9	1999.01.30	40	17540
10	10	1999.01.30	61	29543
41	11	1999.01.30	105	47260
1	12	1999.01.30	117	47734
44	13	1999.01.30	72	18948
27	14	1999.01.30	126	50284
12	15	1999.01.30	124	27244
40	16	1999.01.30	58	29252
14	17	1999.01.30	106	49300
40	18	1999.01.30	85	32500
15	19	1999.01.30	173	52681
1	20	1999.01.30	172	57072
19	21	1999.01.30	138	63728
33	22	1999.01.30	210	56080
12	23	1999.01.30	124	27592
25	24	1999.01.30	82	41098
20	25	1999.01.30	112	25204
29	26	1999.01.30	37	8681
33	27	1999.01.30	102	42618
25	28	1999.01.30	288	68068
4	29	1999.01.30	87	37492
4	30	1999.01.30	94	34804
37	31	1999.01.30	30	12010
40	32	1999.01.30	115	36810
26	33	1999.01.30	117	51229
28	34	1999.01.30	108	41768
19	35	1999.01.30	291	65402
29	36	1999.01.30	97	21779
8	37	1999.01.30	161	55191
36	1	1999.01.31	166	75568
21	2	1999.01.31	100	28900
39	3	1999.01.31	242	66908
44	4	1999.01.31	105	52390
43	5	1999.01.31	204	58616
9	6	1999.01.31	52	12024
24	7	1999.01.31	61	29341
1	8	1999.01.31	74	20424
22	9	1999.01.31	126	43210
11	10	1999.01.31	75	16950
28	11	1999.01.31	246	120348
16	12	1999.01.31	288	126544
13	13	1999.01.31	136	53524
31	14	1999.01.31	117	39861
15	15	1999.01.31	139	33165
5	16	1999.01.31	44	17344
32	17	1999.01.31	48	18072
24	18	1999.01.31	130	61820
10	19	1999.01.31	150	33400
3	20	1999.01.31	42	17818
21	21	1999.01.31	188	58388
29	22	1999.01.31	239	100268
4	23	1999.01.31	127	32969
16	24	1999.01.31	171	68116
31	25	1999.01.31	94	43682
34	26	1999.01.31	148	33260
35	27	1999.01.31	119	55540
29	28	1999.01.31	297	145942
23	29	1999.01.31	84	40120
32	30	1999.01.31	106	31564
22	31	1999.01.31	116	42360
9	32	1999.01.31	178	69130
29	33	1999.01.31	99	33471
13	34	1999.01.31	73	25620
1	35	1999.01.31	156	52968
7	36	1999.01.31	75	29100
39	37	1999.01.31	121	26847
12	1	1999.02.01	192	68332
10	2	1999.02.01	117	24868
30	3	1999.02.01	269	113649
1	4	1999.02.01	39	9790
13	5	1999.02.01	70	29250
32	6	1999.02.01	124	38648
38	7	1999.02.01	144	70096
12	8	1999.02.01	146	47452
2	9	1999.02.01	59	14957
15	10	1999.02.01	156	57016
23	11	1999.02.01	240	91660
18	12	1999.02.01	136	34356
11	13	1999.02.01	126	43688
7	14	1999.02.01	94	30470
23	15	1999.02.01	196	66084
37	16	1999.02.01	46	20038
16	17	1999.02.01	100	44800
26	18	1999.02.01	105	39910
22	19	1999.02.01	127	35128
2	20	1999.02.01	50	16000
18	21	1999.02.01	179	70368
7	22	1999.02.01	176	50152
32	23	1999.02.01	94	29348
23	24	1999.02.01	133	40569
23	25	1999.02.01	170	76380
32	26	1999.02.01	72	21208
35	27	1999.02.01	100	25500
8	28	1999.02.01	261	114618
7	29	1999.02.01	84	39628
9	30	1999.02.01	66	33870
4	31	1999.02.01	51	23246
23	32	1999.02.01	81	19006
4	33	1999.02.01	80	21960
6	34	1999.02.01	104	34912
42	35	1999.02.01	207	104486
20	36	1999.02.01	150	40650
41	37	1999.02.01	174	40950
4	1	1999.02.02	278	132794
34	2	1999.02.02	100	35000
15	3	1999.02.02	203	101479
23	4	1999.02.02	69	17063
43	5	1999.02.02	147	71319
9	6	1999.02.02	91	21394
27	7	1999.02.02	117	34966
44	8	1999.02.02	150	75100
35	9	1999.02.02	85	22735
14	10	1999.02.02	167	52202
38	11	1999.02.02	195	87090
1	12	1999.02.02	114	36740
15	13	1999.02.02	167	38908
1	14	1999.02.02	52	11360
9	15	1999.02.02	192	77216
23	16	1999.02.02	93	42629
14	17	1999.02.02	90	31030
41	18	1999.02.02	134	51656
20	19	1999.02.02	105	35680
34	20	1999.02.02	147	58577
32	21	1999.02.02	80	30520
4	22	1999.02.02	135	57440
36	23	1999.02.02	141	66424
40	24	1999.02.02	59	19908
41	25	1999.02.02	149	59263
14	26	1999.02.02	68	31288
34	27	1999.02.02	99	41002
5	28	1999.02.02	168	52576
20	29	1999.02.02	92	30824
40	30	1999.02.02	117	49202
36	31	1999.02.02	71	18692
24	32	1999.02.02	134	51280
4	33	1999.02.02	63	25529
14	34	1999.02.02	150	57300
44	35	1999.02.02	147	44406
37	36	1999.02.02	54	19592
43	37	1999.02.02	147	52221
39	1	1999.02.03	204	43936
33	2	1999.02.03	235	104260
10	3	1999.02.03	266	56262
33	4	1999.02.03	111	39905
4	5	1999.02.03	127	29875
19	6	1999.02.03	113	28794
8	7	1999.02.03	59	12454
15	8	1999.02.03	66	31284
23	9	1999.02.03	150	59500
36	10	1999.02.03	117	28463
24	11	1999.02.03	264	59736
12	12	1999.02.03	226	107294
27	13	1999.02.03	117	47351
14	14	1999.02.03	123	33864
8	15	1999.02.03	60	20080
35	16	1999.02.03	118	28050
43	17	1999.02.03	147	31958
25	18	1999.02.03	79	35217
25	19	1999.02.03	73	29016
40	20	1999.02.03	86	18490
17	21	1999.02.03	158	45182
25	22	1999.02.03	210	48320
40	23	1999.02.03	94	43294
6	24	1999.02.03	144	67008
10	25	1999.02.03	202	77448
26	26	1999.02.03	74	19560
25	27	1999.02.03	109	43356
41	28	1999.02.03	96	28296
32	29	1999.02.03	124	39764
40	30	1999.02.03	91	26771
41	31	1999.02.03	47	19689
5	32	1999.02.03	170	41270
34	33	1999.02.03	57	30172
16	34	1999.02.03	86	43042
37	35	1999.02.03	234	106536
27	36	1999.02.03	117	57028
14	37	1999.02.03	67	31751
30	1	1999.02.04	211	63511
31	2	1999.02.04	72	33328
7	3	1999.02.04	287	62505
21	4	1999.02.04	114	48268
1	5	1999.02.04	81	36135
35	6	1999.02.04	126	58886
37	7	1999.02.04	63	26334
11	8	1999.02.04	94	34482
40	9	1999.02.04	117	41246
20	10	1999.02.04	99	39304
18	11	1999.02.04	165	41525
39	12	1999.02.04	272	108784
4	13	1999.02.04	91	43115
32	14	1999.02.04	44	20944
37	15	1999.02.04	156	68872
27	16	1999.02.04	113	38816
35	17	1999.02.04	123	28368
42	18	1999.02.04	105	26330
6	19	1999.02.04	35	16430
11	20	1999.02.04	54	12842
3	21	1999.02.04	96	26904
10	22	1999.02.04	91	31548
13	23	1999.02.04	103	42276
14	24	1999.02.04	160	60200
19	25	1999.02.04	96	45164
40	26	1999.02.04	97	46117
24	27	1999.02.04	30	14830
15	28	1999.02.04	294	131548
39	29	1999.02.04	89	41851
25	30	1999.02.04	60	22600
24	31	1999.02.04	60	19040
33	32	1999.02.04	63	24688
16	33	1999.02.04	25	6800
23	34	1999.02.04	112	44932
34	35	1999.02.04	195	52010
22	36	1999.02.04	89	37211
31	37	1999.02.04	69	18554
13	1	1999.02.05	131	62146
44	2	1999.02.05	182	68104
28	3	1999.02.05	203	52062
3	4	1999.02.05	63	19748
4	5	1999.02.05	209	66762
33	6	1999.02.05	118	30854
7	7	1999.02.05	109	52393
13	8	1999.02.05	170	37540
14	9	1999.02.05	99	22590
11	10	1999.02.05	138	52084
21	11	1999.02.05	108	52560
44	12	1999.02.05	74	20470
33	13	1999.02.05	50	13900
37	14	1999.02.05	182	75956
8	15	1999.02.05	88	40736
16	16	1999.02.05	165	73765
32	17	1999.02.05	118	54854
16	18	1999.02.05	87	19383
24	19	1999.02.05	150	74200
24	20	1999.02.05	193	43553
6	21	1999.02.05	112	54812
27	22	1999.02.05	174	61648
35	23	1999.02.05	124	43560
11	24	1999.02.05	41	15122
2	25	1999.02.05	209	63191
25	26	1999.02.05	122	58020
18	27	1999.02.05	92	27292
27	28	1999.02.05	90	25830
8	29	1999.02.05	44	20608
28	30	1999.02.05	117	57160
26	31	1999.02.05	70	23680
15	32	1999.02.05	119	37638
40	33	1999.02.05	81	38884
16	34	1999.02.05	54	16878
39	35	1999.02.05	288	117664
10	36	1999.02.05	32	14756
4	37	1999.02.05	52	12836
17	1	1999.02.06	198	93654
13	2	1999.02.06	205	90900
38	3	1999.02.06	245	64555
38	4	1999.02.06	48	18980
21	5	1999.02.06	72	21280
7	6	1999.02.06	99	39111
43	7	1999.02.06	70	27300
25	8	1999.02.06	182	53826
5	9	1999.02.06	89	21671
2	10	1999.02.06	91	36518
6	11	1999.02.06	126	58226
18	12	1999.02.06	186	88878
36	13	1999.02.06	75	20475
40	14	1999.02.06	142	47492
3	15	1999.02.06	235	85600
14	16	1999.02.06	99	41778
39	17	1999.02.06	135	52040
34	18	1999.02.06	133	34814
21	19	1999.02.06	106	49802
35	20	1999.02.06	67	25125
13	21	1999.02.06	197	63061
5	22	1999.02.06	75	24775
31	23	1999.02.06	58	18226
36	24	1999.02.06	122	58638
19	25	1999.02.06	89	42987
26	26	1999.02.06	103	30022
20	27	1999.02.06	37	12495
34	28	1999.02.06	78	27284
38	29	1999.02.06	128	52716
5	30	1999.02.06	90	37750
9	31	1999.02.06	65	15840
1	32	1999.02.06	46	23186
21	33	1999.02.06	46	11422
42	34	1999.02.06	68	23208
14	35	1999.02.06	177	83751
35	36	1999.02.06	144	33112
31	37	1999.02.06	174	47632
4	1	1999.02.07	102	42326
34	2	1999.02.07	90	35200
30	3	1999.02.07	269	83783
18	4	1999.02.07	100	45200
30	5	1999.02.07	88	45336
16	6	1999.02.07	35	9545
3	7	1999.02.07	126	44200
25	8	1999.02.07	108	51800
1	9	1999.02.07	38	13310
36	10	1999.02.07	165	51155
32	11	1999.02.07	216	102252
16	12	1999.02.07	235	67070
25	13	1999.02.07	52	12580
6	14	1999.02.07	119	43826
37	15	1999.02.07	86	21598
43	16	1999.02.07	89	37735
30	17	1999.02.07	133	34814
36	18	1999.02.07	95	22120
14	19	1999.02.07	89	36411
14	20	1999.02.07	109	44582
31	21	1999.02.07	227	63871
3	22	1999.02.07	223	69161
21	23	1999.02.07	81	21250
4	24	1999.02.07	75	37000
12	25	1999.02.07	204	91368
4	26	1999.02.07	116	35852
6	27	1999.02.07	54	27064
37	28	1999.02.07	276	123116
4	29	1999.02.07	55	13760
44	30	1999.02.07	102	25290
7	31	1999.02.07	54	26116
2	32	1999.02.07	168	44180
32	33	1999.02.07	58	21412
38	34	1999.02.07	115	38975
17	35	1999.02.07	102	22944
26	36	1999.02.07	77	36273
44	37	1999.02.07	88	22984
2	1	1999.02.08	153	39997
1	2	1999.02.08	235	87620
9	3	1999.02.08	181	40777
42	4	1999.02.08	55	24000
3	5	1999.02.08	178	50318
15	6	1999.02.08	136	30584
25	7	1999.02.08	79	25580
2	8	1999.02.08	46	18636
37	9	1999.02.08	171	36142
3	10	1999.02.08	108	30732
6	11	1999.02.08	243	50715
4	12	1999.02.08	105	46545
38	13	1999.02.08	99	23474
15	14	1999.02.08	58	17382
19	15	1999.02.08	84	28736
41	16	1999.02.08	193	61595
22	17	1999.02.08	75	20150
24	18	1999.02.08	59	28181
2	19	1999.02.08	138	60268
25	20	1999.02.08	92	33444
37	21	1999.02.08	193	55419
26	22	1999.02.08	234	102826
13	23	1999.02.08	103	46205
16	24	1999.02.08	138	58512
15	25	1999.02.08	200	61700
25	26	1999.02.08	83	33802
25	27	1999.02.08	71	24824
39	28	1999.02.08	63	16146
38	29	1999.02.08	96	25080
44	30	1999.02.08	30	10100
34	31	1999.02.08	121	31855
41	32	1999.02.08	126	61654
20	33	1999.02.08	51	27043
41	34	1999.02.08	86	29252
5	35	1999.02.08	90	19390
4	36	1999.02.08	105	25970
44	37	1999.02.08	86	31084
39	1	1999.02.09	76	17316
6	2	1999.02.09	152	53436
26	3	1999.02.09	187	75339
12	4	1999.02.09	94	23320
10	5	1999.02.09	68	16024
44	6	1999.02.09	152	76092
31	7	1999.02.09	59	25182
41	8	1999.02.09	128	33300
26	9	1999.02.09	80	21780
5	10	1999.02.09	79	22251
27	11	1999.02.09	126	47346
1	12	1999.02.09	130	60570
29	13	1999.02.09	140	58760
5	14	1999.02.09	75	32650
10	15	1999.02.09	69	25485
39	16	1999.02.09	157	69495
28	17	1999.02.09	64	31540
1	18	1999.02.09	113	42932
14	19	1999.02.09	162	77960
25	20	1999.02.09	195	90985
33	21	1999.02.09	140	54140
23	22	1999.02.09	130	44970
24	23	1999.02.09	100	24500
5	24	1999.02.09	104	38132
36	25	1999.02.09	142	71364
10	26	1999.02.09	142	32240
39	27	1999.02.09	99	42877
3	28	1999.02.09	294	115260
33	29	1999.02.09	100	32600
22	30	1999.02.09	37	15297
12	31	1999.02.09	95	24715
13	32	1999.02.09	111	43636
1	33	1999.02.09	85	26465
24	34	1999.02.09	96	25352
35	35	1999.02.09	198	97128
43	36	1999.02.09	117	43220
28	37	1999.02.09	107	38092
25	1	1999.02.10	304	141644
7	2	1999.02.10	185	42750
8	3	1999.02.10	84	21364
8	4	1999.02.10	145	50100
37	5	1999.02.10	88	38892
17	6	1999.02.10	51	22304
41	7	1999.02.10	57	20509
31	8	1999.02.10	70	33570
14	9	1999.02.10	157	46116
23	10	1999.02.10	45	24210
24	11	1999.02.10	102	34032
29	12	1999.02.10	189	62658
5	13	1999.02.10	66	24992
14	14	1999.02.10	92	40664
38	15	1999.02.10	134	40096
44	16	1999.02.10	165	36150
24	17	1999.02.10	55	22270
40	18	1999.02.10	40	11040
14	19	1999.02.10	126	62740
5	20	1999.02.10	149	58616
31	21	1999.02.10	117	56243
35	22	1999.02.10	57	28404
39	23	1999.02.10	78	24826
42	24	1999.02.10	75	24250
23	25	1999.02.10	144	62632
23	26	1999.02.10	43	17873
33	27	1999.02.10	93	30516
12	28	1999.02.10	96	45612
11	29	1999.02.10	100	22800
6	30	1999.02.10	80	24760
44	31	1999.02.10	61	20915
24	32	1999.02.10	170	35070
43	33	1999.02.10	99	23873
10	34	1999.02.10	123	35870
37	35	1999.02.10	141	44756
8	36	1999.02.10	54	15142
29	37	1999.02.10	50	19700
44	1	1999.02.11	272	61140
37	2	1999.02.11	160	34420
31	3	1999.02.11	81	37012
39	4	1999.02.11	118	42028
10	5	1999.02.11	127	38735
30	6	1999.02.11	78	19964
30	7	1999.02.11	54	18410
22	8	1999.02.11	86	40314
24	9	1999.02.11	54	26974
4	10	1999.02.11	163	48807
13	11	1999.02.11	219	50537
40	12	1999.02.11	186	45454
42	13	1999.02.11	106	28306
26	14	1999.02.11	77	28389
14	15	1999.02.11	201	56677
1	16	1999.02.11	60	27580
2	17	1999.02.11	144	65104
30	18	1999.02.11	60	22160
9	19	1999.02.11	141	57536
18	20	1999.02.11	191	61620
36	21	1999.02.11	195	54335
4	22	1999.02.11	252	57148
38	23	1999.02.11	33	13702
12	24	1999.02.11	158	48626
9	25	1999.02.11	151	58431
21	26	1999.02.11	145	46765
16	27	1999.02.11	28	10852
4	28	1999.02.11	252	55484
1	29	1999.02.11	89	23596
35	30	1999.02.11	73	18723
18	31	1999.02.11	100	34300
27	32	1999.02.11	126	34724
18	33	1999.02.11	73	28256
13	34	1999.02.11	100	35400
28	35	1999.02.11	201	44015
34	36	1999.02.11	99	26153
30	37	1999.02.11	123	54344
39	1	1999.02.12	227	52883
2	2	1999.02.12	165	45415
8	3	1999.02.12	178	87954
7	4	1999.02.12	79	28065
13	5	1999.02.12	165	81030
35	6	1999.02.12	46	23788
22	7	1999.02.12	117	30335
29	8	1999.02.12	154	51296
14	9	1999.02.12	169	84479
8	10	1999.02.12	79	30535
43	11	1999.02.12	288	101576
21	12	1999.02.12	232	98572
21	13	1999.02.12	154	55454
23	14	1999.02.12	44	21544
11	15	1999.02.12	163	70253
3	16	1999.02.12	93	37091
3	17	1999.02.12	145	46600
32	18	1999.02.12	143	41384
24	19	1999.02.12	57	14366
3	20	1999.02.12	107	40283
21	21	1999.02.12	144	32556
13	22	1999.02.12	187	60853
9	23	1999.02.12	127	33655
32	24	1999.02.12	171	85729
43	25	1999.02.12	73	26550
34	26	1999.02.12	40	9800
15	27	1999.02.12	65	21345
44	28	1999.02.12	84	32536
12	29	1999.02.12	45	15820
11	30	1999.02.12	25	11000
38	31	1999.02.12	91	21957
22	32	1999.02.12	75	23800
27	33	1999.02.12	52	19280
8	34	1999.02.12	97	35996
3	35	1999.02.12	150	65250
2	36	1999.02.12	125	45650
10	37	1999.02.12	44	10816
43	1	1999.02.13	83	39578
3	2	1999.02.13	205	84445
35	3	1999.02.13	166	39344
17	4	1999.02.13	60	14400
40	5	1999.02.13	127	46847
38	6	1999.02.13	144	36588
28	7	1999.02.13	59	16563
33	8	1999.02.13	44	19904
1	9	1999.02.13	103	27047
33	10	1999.02.13	77	23962
3	11	1999.02.13	150	56800
7	12	1999.02.13	148	46528
22	13	1999.02.13	131	55858
10	14	1999.02.13	136	32572
5	15	1999.02.13	74	23222
33	16	1999.02.13	146	50756
34	17	1999.02.13	87	31942
10	18	1999.02.13	72	23260
28	19	1999.02.13	96	28084
13	20	1999.02.13	77	17439
42	21	1999.02.13	144	31260
24	22	1999.02.13	96	26540
36	23	1999.02.13	139	48326
31	24	1999.02.13	158	71842
4	25	1999.02.13	200	94800
12	26	1999.02.13	44	17984
13	27	1999.02.13	54	24252
9	28	1999.02.13	75	34150
26	29	1999.02.13	128	61996
9	30	1999.02.13	87	35887
23	31	1999.02.13	114	36354
24	32	1999.02.13	142	63996
22	33	1999.02.13	39	9439
13	34	1999.02.13	49	12670
23	35	1999.02.13	78	23820
1	36	1999.02.13	131	48539
10	37	1999.02.13	157	58947
1	1	1999.02.14	230	103150
25	2	1999.02.14	172	72996
2	3	1999.02.14	60	31120
14	4	1999.02.14	30	8890
22	5	1999.02.14	180	88060
22	6	1999.02.14	121	37958
23	7	1999.02.14	178	60874
17	8	1999.02.14	104	30664
20	9	1999.02.14	171	75398
40	10	1999.02.14	169	42474
29	11	1999.02.14	153	74934
22	12	1999.02.14	232	53172
41	13	1999.02.14	73	30265
16	14	1999.02.14	193	58335
24	15	1999.02.14	93	43143
34	16	1999.02.14	54	18964
29	17	1999.02.14	51	10861
13	18	1999.02.14	100	32400
11	19	1999.02.14	47	19276
43	20	1999.02.14	65	32405
38	21	1999.02.14	140	67020
16	22	1999.02.14	208	91564
14	23	1999.02.14	48	18812
5	24	1999.02.14	115	43995
28	25	1999.02.14	78	24356
16	26	1999.02.14	38	15708
4	27	1999.02.14	102	36702
13	28	1999.02.14	129	33753
41	29	1999.02.14	109	47079
10	30	1999.02.14	63	14512
16	31	1999.02.14	114	42152
39	32	1999.02.14	159	78469
16	33	1999.02.14	32	9844
6	34	1999.02.14	92	27828
29	35	1999.02.14	282	140308
27	36	1999.02.14	124	60636
1	37	1999.02.14	207	54385
12	1	1999.02.15	163	72046
25	2	1999.02.15	162	70912
26	3	1999.02.15	136	68628
41	4	1999.02.15	120	32340
8	5	1999.02.15	156	61808
3	6	1999.02.15	145	66405
21	7	1999.02.15	90	24220
25	8	1999.02.15	76	38836
26	9	1999.02.15	56	26772
8	10	1999.02.15	138	63676
11	11	1999.02.15	117	28844
6	12	1999.02.15	294	86360
2	13	1999.02.15	41	14661
41	14	1999.02.15	44	11248
25	15	1999.02.15	67	16882
21	16	1999.02.15	173	54957
39	17	1999.02.15	76	25912
2	18	1999.02.15	87	30319
21	19	1999.02.15	91	41004
44	20	1999.02.15	54	15896
10	21	1999.02.15	144	43148
29	22	1999.02.15	93	35340
6	23	1999.02.15	82	32134
32	24	1999.02.15	79	29003
7	25	1999.02.15	163	79655
29	26	1999.02.15	113	56487
4	27	1999.02.15	138	59850
7	28	1999.02.15	252	122012
29	29	1999.02.15	37	18863
32	30	1999.02.15	34	17152
28	31	1999.02.15	50	18050
21	32	1999.02.15	77	28989
4	33	1999.02.15	74	25312
10	34	1999.02.15	59	26298
31	35	1999.02.15	162	74524
38	36	1999.02.15	136	46136
43	37	1999.02.15	130	35540
1	1	1999.02.16	310	78400
16	2	1999.02.16	50	20200
23	3	1999.02.16	190	39900
10	4	1999.02.16	45	11320
22	5	1999.02.16	189	56966
37	6	1999.02.16	38	16346
36	7	1999.02.16	133	28131
34	8	1999.02.16	152	67488
5	9	1999.02.16	78	28458
29	10	1999.02.16	75	23475
22	11	1999.02.16	186	90994
31	12	1999.02.16	189	69785
43	13	1999.02.16	41	10238
26	14	1999.02.16	115	28175
6	15	1999.02.16	216	56512
24	16	1999.02.16	191	55708
6	17	1999.02.16	109	35235
5	18	1999.02.16	79	33764
10	19	1999.02.16	117	57275
3	20	1999.02.16	155	63640
